OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,FechaId,NUTS_0,NUTS_1,NUTS_2,NUTS_3,PAD_2C02,PAD_2C03,PAD_2C04,PAD_2C05,PAD_2C06,PAD_2C07,PAD_2C08,PAD_2C09,PAD_2C10,PAD_2C11,PAD_2C12,PAD_2C13,PAD_2C14,PAD_2C15,PAD_2C16,PAD_2C17,PAD_2C18,PAD_2C19,PAD_2C20,PAD_2C21,PAD_2C22,PAD_2C23,PAD_2C24,PAD_2C25,PAD_2C26,PAD_2C27,PAD_2C28,PAD_2C29,PAD_2C30,PAD_2C31,PAD_2C32,PAD_2C33,PAD_2C34,PAD_2C35,PAD_2C36,PAD_2C37,PAD_2C38,PAD_2C39,PAD_2C40,PAD_2C41,PAD_2C42,PAD_2C43,PAD_2C44,PAD_2C45,PAD_2C46,PAD_2C47,PAD_2C48,PAD_2C49,PAD_2C50,PAD_2C51,PAD_2C52,PAD_2C53,PAD_2C54,PAD_2C55,PAD_2C56,PAD_2C57,PAD_2C58,PAD_3C03,PAD_3C04,PAD_3C05,PAD_3C06,PAD_3C07,PAD_3C08,PAD_3C09,PAD_3C10,PAD_3C100,PAD_3C101,PAD_3C102,PAD_3C103,PAD_3C104,PAD_3C105,PAD_3C106,PAD_3C107,PAD_3C108,PAD_3C109,PAD_3C11,PAD_3C110,PAD_3C111,PAD_3C112,PAD_3C12,PAD_3C13,PAD_3C14,PAD_3C15,PAD_3C16,PAD_3C17,PAD_3C18,PAD_3C19,PAD_3C20,PAD_3C21,PAD_3C22,PAD_3C23,PAD_3C24,PAD_3C25,PAD_3C26,PAD_3C27,PAD_3C28,PAD_3C29,PAD_3C30,PAD_3C31,PAD_3C32,PAD_3C33,PAD_3C34,PAD_3C35,PAD_3C36,PAD_3C37,PAD_3C38,PAD_3C39,PAD_3C40,PAD_3C41,PAD_3C42,PAD_3C43,PAD_3C44,PAD_3C45,PAD_3C46,PAD_3C47,PAD_3C48,PAD_3C49,PAD_3C50,PAD_3C51,PAD_3C52,PAD_3C53,PAD_3C54,PAD_3C55,PAD_3C56,PAD_3C57,PAD_3C58,PAD_3C59,PAD_3C60,PAD_3C61,PAD_3C62,PAD_3C63,PAD_3C64,PAD_3C65,PAD_3C66,PAD_3C67,PAD_3C68,PAD_3C69,PAD_3C70,PAD_3C71,PAD_3C72,PAD_3C73,PAD_3C74,PAD_3C75,PAD_3C76,PAD_3C77,PAD_3C78,PAD_3C79,PAD_3C80,PAD_3C81,PAD_3C82,PAD_3C83,PAD_3C84,PAD_3C85,PAD_3C86,PAD_3C87,PAD_3C88,PAD_3C89,PAD_3C90,PAD_3C91,PAD_3C92,PAD_3C93,PAD_3C94,PAD_3C95,PAD_3C96,PAD_3C97,PAD_3C98,PAD_3C99,PAD_3_COD_PROV,PAD_3_COD_CCAA,Shape__Area,Shape__Length
1790,11023,Medina-Sidonia,11,01,01012017,ES,ES6,ES61,ES612,11741,534,713,644,637,615,766,809,950,1018,1026,948,718,594,500,475,303,268,223,5986,290,356,320,315,298,388,420,491,520,528,518,364,318,261,245,145,126,83,5755,244,357,324,322,317,378,389,459,498,498,430,354,276,239,230,158,142,140,11571,170,62,5,2,7,8,0,3,0,0,0,2,1,1,0,5,6,3,3,0,0,26,5,6,0,3,48,0,44,0,0,40,5,3,8,5,0,0,0,3,1,2,0,6,13,6,1,1,5986,5902,84,33,4,1,5,3,0,2,12,2,2,0,1,25,0,25,0,0,16,3,2,3,2,0,0,0,1,0,1,0,1,7,3,1,1,5755,5669,86,29,1,1,2,5,0,1,14,3,4,0,2,23,0,19,0,0,24,2,1,5,11,01,753805017.902588,192244.859855579
1791,11024,Olvera,11,01,01012017,ES,ES6,ES61,ES612,8153,310,385,411,469,461,455,460,472,551,714,734,595,415,367,397,366,343,248,4014,163,206,202,224,232,225,243,231,285,353,379,311,218,182,166,165,143,86,4139,147,179,209,245,229,230,217,241,266,361,355,284,197,185,231,201,200,162,8002,151,100,2,0,5,2,1,2,0,1,2,2,0,2,0,1,3,1,2,0,1,74,11,3,0,1,11,0,9,0,1,30,0,3,1,2,0,1,3,2,0,3,0,2,5,3,1,2,4014,3949,65,49,1,0,2,2,0,0,37,6,1,0,0,5,0,4,0,1,7,0,0,1,0,0,0,1,0,0,1,0,1,2,1,1,1,4139,4053,86,51,1,0,3,0,1,1,37,5,2,0,1,6,0,5,0,0,23,0,3,0,11,01,303669157.51709,110393.184575116
1792,11025,Paterna de Rivera,11,01,01012017,ES,ES6,ES61,ES612,5577,261,371,341,321,338,342,394,438,515,490,397,336,253,201,196,156,159,68,2879,144,184,180,174,177,171,194,235,246,264,204,187,143,109,86,75,75,31,2698,117,187,161,147,161,171,200,203,269,226,193,149,110,92,110,81,84,37,5542,35,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,5,0,0,0,0,9,0,7,1,1,6,0,1,1,0,0,0,0,0,0,0,0,2,12,7,5,0,2879,2858,21,4,0,0,0,0,0,1,3,0,0,0,0,6,0,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,9,4,5,0,2698,2684,14,4,0,0,1,0,0,1,2,0,0,0,0,3,0,2,1,0,4,0,0,1,11,01,21732996.1850586,21774.5158036052
1793,11026,Prado del Rey,11,01,01012017,ES,ES6,ES61,ES612,5710,204,299,313,287,313,354,353,459,477,478,490,392,324,248,224,185,169,141,2845,112,154,153,156,168,176,187,226,228,251,249,205,164,118,97,82,70,49,2865,92,145,160,131,145,178,166,233,249,227,241,187,160,130,127,103,99,92,5662,48,22,8,1,4,1,0,3,0,0,2,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,7,0,7,0,0,14,1,5,3,3,0,0,2,0,0,0,0,0,5,3,2,0,2845,2823,22,9,4,0,2,1,0,0,0,0,0,0,0,4,0,4,0,0,5,0,4,1,0,0,0,0,0,0,0,0,0,4,2,2,0,2865,2839,26,13,4,1,2,0,0,1,2,0,0,0,0,3,0,3,0,0,9,1,1,2,11,01,75874881.3798828,41698.7796913321
1794,11027,"Puerto de Santa María, El",11,01,01012017,ES,ES6,ES61,ES612,88430,4273,5398,5565,4931,4749,5166,5678,7171,7482,7219,6655,6232,5174,4207,3345,2213,1612,1360,43444,2168,2741,2871,2514,2433,2610,2837,3544,3743,3546,3220,2969,2524,2092,1569,1005,636,422,44986,2105,2657,2694,2417,2316,2556,2841,3627,3739,3673,3435,3263,2650,2115,1776,1208,976,938,85466,2964,966,69,10,129,135,23,61,13,9,22,10,14,33,6,21,117,39,70,5,6,267,180,237,64,120,301,20,182,6,26,1244,51,233,71,92,22,11,47,14,31,51,9,34,207,134,16,9,43444,42054,1390,491,36,5,66,77,6,29,145,72,65,11,33,175,15,98,4,21,566,21,110,23,31,9,2,25,4,17,18,3,13,90,64,11,3,44986,43412,1574,475,33,5,63,58,17,10,122,108,172,53,87,126,5,84,2,5,678,30,123,48,11,01,247542186.751221,108399.259420759
1795,11028,Puerto Real,11,01,01012017,ES,ES6,ES61,ES612,41472,1983,2442,2444,2187,2014,2463,2887,3724,3726,3423,3271,3144,2363,1854,1361,902,746,538,20809,1026,1234,1230,1166,1031,1250,1462,1934,1899,1734,1642,1570,1199,917,665,388,289,173,20663,957,1208,1214,1021,983,1213,1425,1790,1827,1689,1629,1574,1164,937,696,514,457,365,40542,930,218,20,3,18,39,5,33,19,6,4,6,7,8,1,6,31,29,24,0,1,24,59,22,8,2,383,4,174,4,185,240,13,14,36,45,27,14,9,8,10,15,1,8,66,51,4,1,20809,20292,517,109,9,1,8,19,1,16,16,28,7,2,1,283,1,102,4,167,83,5,7,11,12,8,8,5,2,3,7,0,2,35,27,4,0,20663,20250,413,109,11,2,10,20,4,13,8,31,15,6,1,100,3,72,0,18,157,8,7,25,11,01,304010010.820313,122456.246231909
1796,11029,Puerto Serrano,11,01,01012017,ES,ES6,ES61,ES612,7066,389,420,487,501,515,517,504,524,585,589,516,388,267,205,212,171,181,95,3578,192,202,259,263,267,276,269,257,291,291,287,204,126,103,95,71,82,43,3488,197,218,228,238,248,241,235,267,294,298,229,184,141,102,117,100,99,52,6999,67,51,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,23,1,1,0,7,0,7,0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,3,3,0,0,3578,3562,16,11,0,0,0,0,2,1,1,4,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3488,3437,51,40,0,0,0,0,17,0,1,19,1,1,0,5,0,5,0,0,4,0,1,1,11,01,125360535.161133,70980.3068746058
1797,11030,Rota,11,01,01012017,ES,ES6,ES61,ES612,28996,1418,1687,1588,1427,1582,1870,2093,2435,2488,2240,2211,2142,1521,1353,1143,762,592,444,14483,727,869,801,764,792,942,1066,1234,1271,1071,1106,1085,790,644,560,354,248,159,14513,691,818,787,663,790,928,1027,1201,1217,1169,1105,1057,731,709,583,408,344,285,27953,1043,177,28,0,11,42,4,42,6,2,6,6,6,10,2,16,43,10,30,0,1,26,14,19,6,2,72,22,47,0,0,684,14,13,14,68,8,2,15,8,17,14,5,19,89,67,0,2,14483,13948,535,75,11,0,7,17,1,5,10,1,8,1,0,44,15,27,0,0,361,5,4,4,26,2,0,9,2,11,4,3,3,46,37,0,1,14513,14005,508,102,17,0,4,25,3,5,16,13,11,5,2,28,7,20,0,0,323,9,9,10,11,01,130821647.26416,66829.3117606426
1798,11031,San Fernando,11,01,01012017,ES,ES6,ES61,ES612,95643,4457,5633,5727,5010,5254,5568,6222,7648,7998,7553,7235,7169,5608,4374,3787,2424,2216,1760,46795,2260,2885,2979,2581,2747,2849,3142,3733,3991,3777,3466,3454,2740,2036,1750,1013,857,535,48848,2197,2748,2748,2429,2507,2719,3080,3915,4007,3776,3769,3715,2868,2338,2037,1411,1359,1225,94616,1027,258,9,1,12,58,6,27,12,7,7,7,11,16,0,16,74,14,66,2,0,8,129,33,11,14,298,18,249,8,16,293,20,57,22,39,26,8,12,8,15,23,0,28,144,121,12,1,46795,46315,480,131,4,1,6,37,1,9,5,56,11,1,6,167,11,132,5,13,100,8,19,5,12,14,1,5,1,4,7,0,12,70,55,10,1,48848,48301,547,127,5,0,6,21,5,5,3,73,22,10,8,131,7,117,3,3,193,12,38,17,11,01,47215745.4616699,46388.3193782406
1799,11032,Sanlúcar de Barrameda,11,01,01012017,ES,ES6,ES61,ES612,67640,3406,4092,3831,3386,3762,4541,5040,5500,5352,5195,5361,4653,3826,3138,2391,1751,1347,1068,33690,1705,2118,1991,1763,1960,2339,2565,2777,2671,2598,2661,2318,1882,1541,1135,768,541,357,33950,1701,1974,1840,1623,1802,2202,2475,2723,2681,2597,2700,2335,1944,1597,1256,983,806,711,66884,756,233,24,7,37,11,3,7,8,0,4,5,7,31,0,10,53,15,40,4,0,33,75,33,9,17,182,8,118,0,46,206,13,9,19,7,9,0,6,7,10,51,1,16,102,81,8,0,33690,33318,372,122,10,4,26,8,1,9,20,30,11,1,6,107,4,60,0,35,83,9,4,4,0,1,0,2,2,3,20,1,6,49,41,4,0,33950,33566,384,111,14,3,11,3,2,6,13,45,22,8,11,75,4,58,0,11,123,4,5,15,11,01,266733444.552002,84574.3410364476
1800,11033,San Roque,11,01,01012017,ES,ES6,ES61,ES612,29969,1666,1941,1792,1604,1587,1824,2195,2625,2639,2513,2103,1774,1484,1350,1094,771,566,441,14945,827,981,914,863,799,923,1058,1330,1355,1248,1106,855,711,691,552,357,222,153,15024,839,960,878,741,788,901,1137,1295,1284,1265,997,919,773,659,542,414,344,288,26603,3366,2090,93,14,70,119,46,20,7,4,3,36,12,7,5,8,152,113,37,1,2,923,365,139,69,33,422,3,395,3,2,455,114,60,61,36,12,8,15,49,17,11,19,8,256,70,3,4,14945,13334,1611,1051,53,6,36,63,20,62,469,177,59,23,14,209,1,192,1,2,186,55,25,15,16,5,4,12,13,5,4,14,0,104,33,2,2,15024,13269,1755,1039,40,8,34,56,26,51,454,188,80,46,19,213,2,203,2,0,269,59,35,46,11,01,226339922.848389,90580.9931034632
1801,11034,Setenil de las Bodegas,11,01,01012017,ES,ES6,ES61,ES612,2781,119,119,149,152,179,183,177,203,198,232,222,173,127,132,126,103,110,77,1424,54,64,74,86,100,102,95,102,104,114,119,86,66,78,61,45,50,24,1357,65,55,75,66,79,81,82,101,94,118,103,87,61,54,65,58,60,53,2763,18,4,0,0,0,1,0,0,0,0,0,2,0,0,3,1,0,1,0,0,0,0,1,1,0,0,4,0,3,1,0,9,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,1424,1420,4,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1357,1343,14,3,0,0,0,0,0,1,0,1,1,0,0,2,0,2,0,0,8,0,0,0,11,01,128584887.436523,67161.0503295731
1802,11035,Tarifa,11,01,01012017,ES,ES6,ES61,ES612,18088,828,892,952,887,960,1047,1352,1596,1612,1627,1433,1196,916,785,681,536,405,383,9121,418,456,487,462,525,523,654,841,813,855,765,626,465,384,317,240,174,116,8967,410,436,465,425,435,524,698,755,799,772,668,570,451,401,364,296,231,267,16535,1553,1152,276,5,123,315,51,3,8,4,2,3,2,3,3,3,17,3,11,0,3,177,31,66,15,2,123,2,103,11,3,169,49,7,29,8,13,7,3,4,4,4,3,5,38,24,3,5,9121,8315,806,611,147,1,67,183,18,1,96,16,26,5,0,65,1,55,3,3,81,32,2,8,5,5,3,1,1,2,1,0,2,21,13,3,2,8967,8220,747,541,129,4,56,132,33,2,81,15,40,10,2,58,1,48,8,0,88,17,5,21,11,01,644573921.581299,132457.54137675
1803,11036,Torre Alháquime,11,01,01012017,ES,ES6,ES61,ES612,795,20,31,37,36,44,48,53,43,61,67,76,57,36,48,47,30,37,24,399,13,14,20,16,21,29,30,20,31,35,40,28,20,23,24,11,13,11,396,7,17,17,20,23,19,23,23,30,32,36,29,16,25,23,19,24,13,794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,01,27205793.0158691,24196.4136393013
1804,11037,Trebujena,11,01,01012017,ES,ES6,ES61,ES612,7069,333,388,383,366,377,436,457,594,550,611,519,455,412,319,294,246,193,136,3543,162,199,197,189,183,234,238,316,265,313,267,226,221,159,135,107,86,46,3526,171,189,186,177,194,202,219,278,285,298,252,229,191,160,159,139,107,90,6931,138,14,0,0,7,0,0,4,0,0,0,2,2,0,0,2,1,3,0,1,6,3,1,1,1,0,75,31,43,0,0,31,1,15,3,5,0,0,0,2,2,0,0,2,6,0,6,11,3543,3472,71,5,0,0,2,0,0,0,2,1,0,0,0,49,19,29,0,0,7,0,5,0,1,0,0,0,0,0,0,0,0,5,0,5,5,3526,3459,67,9,0,0,5,0,0,3,1,0,1,1,0,26,12,14,0,0,24,1,10,3,11,01,109586947.981689,51382.8030298197
1805,11038,Ubrique,11,01,01012017,ES,ES6,ES61,ES612,16683,706,888,838,777,836,875,1034,1302,1442,1411,1403,1189,971,860,800,546,456,349,8265,394,473,419,406,421,462,515,661,724,730,722,593,488,381,371,231,173,101,8418,312,415,419,371,415,413,519,641,718,681,681,596,483,479,429,315,283,248,16529,154,22,0,1,2,5,0,13,1,1,1,2,6,6,0,0,6,1,5,0,0,5,4,1,0,0,47,0,43,0,1,70,3,3,6,19,2,3,2,2,12,10,0,0,14,12,1,0,8265,8195,70,11,0,1,2,3,0,1,2,1,1,0,0,22,0,18,0,1,28,2,1,2,6,1,2,1,0,6,4,0,0,8,7,1,0,8418,8334,84,11,0,0,0,2,0,0,3,3,0,0,0,25,0,25,0,0,42,1,2,4,11,01,108705411.48584,51334.282592923
1806,11039,Vejer de la Frontera,11,01,01012017,ES,ES6,ES61,ES612,12782,586,712,698,707,712,741,803,994,1065,1193,1028,827,634,549,518,371,382,262,6400,292,346,348,370,372,368,419,489,570,578,519,455,329,278,249,170,153,95,6382,294,366,350,337,340,373,384,505,495,615,509,372,305,271,269,201,229,167,12287,495,343,90,7,18,41,6,2,1,0,0,7,1,0,0,0,7,7,4,0,0,114,6,11,3,2,77,1,71,0,3,50,6,0,4,4,3,1,0,9,1,1,0,0,13,8,0,1,6400,6164,236,165,39,4,12,24,1,3,52,3,5,1,0,39,1,33,0,3,20,4,0,0,2,2,1,0,2,0,1,0,0,6,4,0,1,6382,6123,259,178,51,3,6,17,5,4,62,3,6,2,2,38,0,38,0,0,30,2,0,4,11,01,405540873.019531,110155.195706168
1807,11040,Villaluenga del Rosario,11,01,01012017,ES,ES6,ES61,ES612,446,14,24,19,14,20,27,35,29,34,33,34,39,33,28,16,17,19,11,233,5,13,5,10,12,15,16,16,19,18,24,19,18,14,7,9,9,4,213,9,11,14,4,8,12,19,13,15,15,10,20,15,14,9,8,10,7,444,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,231,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,01,92656783.8503418,49725.7075149836
1808,11041,Villamartín,11,01,01012017,ES,ES6,ES61,ES612,12207,544,671,731,689,793,764,800,971,968,1139,963,783,575,474,472,328,312,230,6119,276,369,359,375,420,390,411,495,474,584,507,399,297,211,218,134,125,75,6088,268,302,372,314,373,374,389,476,494,555,456,384,278,263,254,194,187,155,12049,158,78,21,3,2,5,2,7,2,0,1,1,0,5,0,2,8,1,8,0,0,10,18,10,2,3,17,3,13,0,1,32,3,1,1,11,3,0,1,1,0,5,1,3,21,18,3,0,6119,6055,64,32,11,1,1,2,0,1,3,6,3,0,1,8,3,4,0,1,8,1,0,0,4,1,0,0,0,0,0,1,1,13,10,3,0,6088,5994,94,46,10,2,1,3,2,0,7,12,7,2,2,9,0,9,0,0,24,2,1,1,11,01,331709333.746582,92537.4513336732
1809,11042,Zahara,11,01,01012017,ES,ES6,ES61,ES612,1416,37,69,86,66,73,77,89,97,96,126,121,92,75,79,67,64,53,49,725,21,31,43,35,40,37,53,47,52,59,71,45,43,42,30,34,26,16,691,16,38,43,31,33,40,36,50,44,67,50,47,32,37,37,30,27,33,1394,22,10,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,4,0,4,0,0,7,1,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,725,714,11,5,1,0,0,1,0,0,2,0,0,0,0,3,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,691,680,11,5,0,0,1,0,0,0,3,0,1,0,0,1,0,1,0,0,4,1,0,0,11,01,113343691.773193,49048.9100209685
1810,11901,Benalup-Casas Viejas,11,01,01012017,ES,ES6,ES61,ES612,6995,283,346,469,407,393,490,506,543,652,625,584,411,353,304,226,146,161,96,3557,138,189,254,214,199,244,258,276,337,305,299,223,188,161,110,57,68,37,3438,145,157,215,193,194,246,248,267,315,320,285,188,165,143,116,89,93,59,6888,107,50,4,7,0,0,6,0,3,0,0,2,3,4,0,1,2,1,2,0,0,5,3,1,0,0,21,0,21,0,0,31,0,5,2,2,5,0,0,3,3,4,0,1,4,4,0,0,3557,3507,50,26,2,3,0,0,3,1,2,2,0,0,0,14,0,14,0,0,8,0,1,0,2,2,0,0,1,0,0,0,0,2,2,0,0,3438,3381,57,24,2,4,0,0,3,0,3,1,1,0,0,7,0,7,0,0,23,0,4,2,11,01,93719130.1118164,58968.0051084082
1811,11902,San José del Valle,11,01,01012017,ES,ES6,ES61,ES612,4445,206,208,230,250,270,262,279,337,382,396,364,252,232,205,183,156,144,89,2276,116,115,119,133,149,119,144,191,182,200,196,136,108,118,86,69,66,29,2169,90,93,111,117,121,143,135,146,200,196,168,116,124,87,97,87,78,60,4420,25,6,2,0,2,0,2,2,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,5,0,0,7,1,1,0,2,0,0,0,0,0,0,0,1,6,5,0,0,2276,2267,9,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2169,2153,16,5,1,0,2,0,2,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,11,01,347936065.840576,137933.013354443
1812,12001,Atzeneta del Maestrat,12,10,01012017,ES,ES5,ES52,ES522,1290,41,41,43,47,57,75,73,62,80,93,91,95,80,101,99,58,64,90,656,17,21,19,23,30,41,43,38,45,54,44,52,43,52,55,18,27,34,634,24,20,24,24,27,34,30,24,35,39,47,43,37,49,44,40,37,56,1171,119,115,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,86,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,656,608,48,48,0,0,1,0,1,0,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,563,71,67,0,0,1,1,0,0,15,49,0,0,0,0,0,0,0,0,4,0,0,1,12,10,122233842.654018,71860.6135178334
1813,12002,Aín,12,10,01012017,ES,ES5,ES52,ES522,129,2,3,2,2,0,9,11,6,13,7,8,11,12,10,11,7,6,9,69,0,2,1,1,0,4,7,3,8,3,3,6,8,5,5,4,5,4,60,2,1,1,1,0,5,4,3,5,4,5,5,4,5,6,3,1,5,123,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,69,66,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,57,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12,10,20902675.6000824,21871.5635923898
1814,12003,Albocàsser,12,10,01012017,ES,ES5,ES52,ES522,1257,54,44,52,45,56,69,78,78,77,86,97,77,64,77,73,73,74,83,613,26,20,24,25,22,39,40,39,45,48,47,39,34,38,36,34,34,23,644,28,24,28,20,34,30,38,39,32,38,50,38,30,39,37,39,40,60,1101,156,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,75,0,75,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,613,537,76,34,0,0,0,0,0,0,0,33,0,0,0,40,0,40,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,644,564,80,40,0,0,0,0,0,0,0,40,0,0,0,35,0,35,0,0,5,0,0,3,12,10,141944079.151384,61781.004366973
1815,12004,Alcalà de Xivert,12,10,01012017,ES,ES5,ES52,ES522,6796,307,341,284,309,318,324,405,567,588,504,480,408,434,445,391,270,222,199,3481,151,204,141,155,155,159,201,323,323,267,267,195,210,242,202,121,103,62,3315,156,137,143,154,163,165,204,244,265,237,213,213,224,203,189,149,119,137,4890,1906,884,45,69,51,33,11,16,3,0,1,0,0,7,2,2,17,3,7,0,0,265,312,53,8,26,859,2,851,3,1,69,4,0,3,27,3,0,4,1,0,13,2,2,41,21,4,0,3481,2468,1013,421,21,31,31,20,4,3,135,131,25,2,15,515,2,507,3,1,28,3,0,1,11,0,0,3,1,0,6,0,0,24,14,4,0,3315,2422,893,463,24,38,20,13,7,0,130,181,28,6,11,344,0,344,0,0,41,1,0,2,12,10,287725674.114044,83345.5339284387
1816,12005,"Alcora, l'",12,10,01012017,ES,ES5,ES52,ES522,10502,435,557,593,513,489,553,649,872,921,863,828,756,577,508,431,335,336,286,5305,237,283,299,246,255,284,314,449,493,474,423,393,285,254,210,152,154,100,5197,198,274,294,267,234,269,335,423,428,389,405,363,292,254,221,183,182,186,9750,752,418,5,5,5,18,4,9,0,1,4,2,3,0,1,3,8,5,7,0,0,8,354,14,1,2,246,18,219,1,1,54,7,1,1,15,0,3,8,2,3,0,3,3,20,15,2,0,5305,4947,358,197,2,3,2,6,1,4,6,167,3,0,0,126,13,108,1,1,20,3,1,0,6,0,2,4,0,0,0,2,0,12,8,2,0,5197,4803,394,221,3,2,3,12,3,1,2,187,11,1,2,120,5,111,0,0,34,4,0,1,12,10,162130423.581543,59604.0307162566
1817,12006,Alcudia de Veo,12,10,01012017,ES,ES5,ES52,ES522,204,4,3,6,13,17,13,7,4,11,14,27,14,14,13,10,10,13,11,106,1,3,2,2,8,8,3,2,8,6,13,8,8,11,5,4,9,5,98,3,0,4,11,9,5,4,2,3,8,14,6,6,2,5,6,4,6,200,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12,10,52183814.029129,41925.8683566155
1818,12007,Alfondeguilla,12,10,01012017,ES,ES5,ES52,ES522,870,26,31,42,34,38,50,54,49,59,50,66,78,58,61,55,36,35,48,441,13,14,27,19,20,20,33,18,34,28,34,38,33,27,31,15,16,21,429,13,17,15,15,18,30,21,31,25,22,32,40,25,34,24,21,19,27,849,21,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,441,431,10,7,0,0,1,0,0,0,0,5,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,429,418,11,8,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,1,0,0,0,12,10,48104449.4383774,33836.8256663659
1819,12008,Algimia de Almonacid,12,10,01012017,ES,ES5,ES52,ES522,268,6,8,6,6,10,14,12,17,19,15,17,13,18,24,25,17,21,20,147,3,3,2,5,8,6,7,10,11,11,9,8,9,12,15,7,11,10,121,3,5,4,1,2,8,5,7,8,4,8,5,9,12,10,10,10,10,246,22,21,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,139,8,8,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,107,14,13,0,0,1,0,2,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,12,10,34604689.692749,28314.0944687995
